author,published,like_count,comment
justinjames6581,2021-04-19T04:42:59Z,0,"It's all about money and has been for a long time. We will moan and cry about it and still watch it. Just like boxing, when it come to money, it's all a business. It's not like it's just happened it has a been on the way to this for 30 year or more. Money talks. Get a map look for the closest team to your house and support them"
ssinha5960,2021-04-19T04:42:47Z,710,"Huge respect to Bayern Munich, Dortmund and PSG, who refused to sign for ESL ❤️"
alkaydprince1987,2021-04-19T04:42:17Z,0,For the first time I would admit that I’m ashamed of my Chelsea football club to be part of this rogue competition aimed at devaluing the beautiful game of football that we love. It’s nothing but greed. And a travesty to the premier league
Abcd-hr9ot,2021-04-19T04:42:12Z,0,Y n w a.  Were fucked.
YouthWorking,2021-04-19T04:41:52Z,1,Sounds like MLS
barriegeorge4681,2021-04-19T04:41:52Z,1,"Getting views from mangers of the relevant 6 clubs from England they will probably be told by their owners, when asked by the media, to say ""No Comment"", suspect the players will be told the same. It is just greed by the owners of those clubs involved, they have not considered the fans. Lets hear from the TV companies, the SKY's, BT's, Bien Sports, ESPN's and other channels worldwide, as if this European Super League does go ahead, it will be these companies monies that there'll be relying on in broadcasting the games, just boycott them. How about movement of players in terms of recruiting, transfers, put an embargo on all the ESL teams from signing players worldwide so they can only buy/sell players from within the ESL. Bill Shankly, Jock Stein, Sir Matt Busby, Bobby Robson football purists will be turning in their graves, I'd like to hear what Sir Alex Ferguson thinks of it all. From a Wolves fan."
giulliobatori9552,2021-04-19T04:41:11Z,0,"50% of the players are about the money, and this makes it even sadder."
bateinamthabah7096,2021-04-19T04:38:43Z,0,"Boycott European super league.
As fans,let's take a stand against such a disgraceful decision."
wesmatron,2021-04-19T04:38:34Z,0,Everton's supporters club is about to get a massive boost
gabb05,2021-04-19T04:38:34Z,0,"hot take, the super league is the next level of the pyramid...it'll allow for more teams in the country leagues to emerge...the top teams from the country leagues would ascend to the superleague...i think the full idea for it should be heard first b4 conclusions...on the other hand, haven't heard that they'll not participate in their local leagues...we need more info on the whole structure of it"
phillipnoetzel8846,2021-04-19T04:38:18Z,0,Let them go play it in China. Supporters of these clubs need to walk if it happens.
benjamingraham147,2021-04-19T04:37:54Z,0,EPL clubs should know better absolute disgrace.
garylantow-humble7611,2021-04-19T04:35:25Z,0,"These owners live in cloud cuckoo land, they don't live in England"
inakisoto2209,2021-04-19T04:35:12Z,1,I’m ashamed to be a Man U fan.
bakari_a1,2021-04-19T04:34:22Z,0,Football created by poor therefore stolen by rich 💵💰😡😭😭
samyogghimire2995,2021-04-19T04:34:06Z,0,"i always thought this kind of disgrace would only happen in corrupted country like mine, to see this in so called sophisticated part of the world europe  what a shame"
rajkishoresarma9136,2021-04-19T04:33:58Z,0,"Johann would have been disgusted. Barca you failed him, you failed us. You failed 'Mes que un Club'."
avfcutv9428,2021-04-19T04:33:20Z,0,At least people can support there local club now.
liaqathussain3011,2021-04-19T04:32:35Z,1,"I love this.. It's time for change..
Football was always about 💰💰💰💰💰.
Those who are deluded thinking it was about the fans.."
jaredrogersword,2021-04-19T04:32:00Z,0,"I’d be so pissed if I was a Nottingham Forest fan and saw Man City, Arsenal and Tottenham had a spot in the ESL and not them! WTF have those three clubs won in a top European competition."
jatinjangra5278,2021-04-19T04:31:58Z,59,"And this is how , football ends with the Ending of Great (MESSI AND RONALDO ) era ."
andrewhenry5448,2021-04-19T04:31:30Z,0,Proud to be a villa fan
minimead368,2021-04-19T04:31:21Z,0,"Players prefer the money. Just look at the cricket, the Indian premier league."
humayunkabir5837,2021-04-19T04:30:54Z,0,I have a feeling stan korenkes are behind this plot. Arsenal owners are the ultimate villain when it comes to greed and money. Probably Barca is also supporting them behind the doors as barca also need huge amount of money to avoid bankruptcy. Arsenal will probably fail to play in Europe for the first time in over 20 yrs if they don't win the europa. They probably have the biggest desire to play in europa in any form next season.  BTW I am an Arsenal fan. This new European competition is a disgrace because it ensure no matter where u finish in the league u will play in Europe top competition. This thing will probably destroy traditional champions league and europa league competition and ultimately destroy football.
SnipTifferz,2021-04-19T04:30:50Z,1,"Expel them immediately from the Premiership........................absolutely disgusting/selfish behaviour.

Nothing but pure greed.................these owners a NOTHING but sleeze balls"
jonathanmurrin5827,2021-04-19T04:30:06Z,0,"Hand wring all you like. Football has been backhanding the working man for 30 odd years with these absurb ticket and kit prices. Dont build a soapbox and preach about how much you love the fans now. EPL has sadly made this mess for themselves. Letting dirty money into the game, horrible reffing, bloody VAR, the audacity of the FFP smokescreen.

This is not what I want. But i aint sympathetic for the cushy execs at the FA or UEFA offices. This has been stirring for awhile and their abuse of the game led to this.

Hopefully a better outcome than superleague is reached eventually."
ijat2aizat,2021-04-19T04:28:59Z,0,It's time to change allegiance from the GREED club to honest club...F.C. United of Manchester
emil8679,2021-04-19T04:28:55Z,0,"Im a Spurs fan and I just think, Who the hell do you think you are? You have never EVER won anything of value and still you think you have the right to step away to some sort of elitist group? DISGRACE! I am ashamed to be a spur right now."
zenkingston4016,2021-04-19T04:28:17Z,0,So they’re just gonna pretend the champions league doesn’t exist
eduardoferdinandi3931,2021-04-19T04:27:35Z,0,I’m a free agent fan now
jamesbell6566,2021-04-19T04:26:43Z,0,"The sad thing is that the leagues, UEFA and FIFA will want to punish these clubs by saying they can't participate in any other official competition and players can't play for their national teams, but the clubs will sue and we all know how spineless the European courts are. Remember Jean-Marc Bosman."
tonq4648,2021-04-19T04:24:12Z,90,"VAR: I'm the worst thing till date to be introduced in football 

Super league: hold my greed"
lukagobronidze7314,2021-04-19T04:23:31Z,1,I am going to be a west ham fan..
AA-pp7kz,2021-04-19T04:23:15Z,0,"Remember the day - April 19th, 2021. The death of football."
FreezVy,2021-04-19T04:22:50Z,0,For the first time in over 20years as a  Madridista im ashamed of florentino perez.
unitedtunic7708,2021-04-19T04:22:36Z,0,I encourage everyone to have discussions and understand the proposal of the super league. The news came as a shock to everyone and I feel like people have not take in the chance to look into it. This has been in the plans since 2009 or 2011 so surely this has been given some thought.
lc-yd8jq,2021-04-19T04:21:48Z,0,so a European NFL
roberthayes9842,2021-04-19T04:21:27Z,0,It will never happen
satrajitsen9752,2021-04-19T04:20:49Z,0,"as an Arsenal fan I have been vocal about kicking our owners THE KROENKES out for a long time now, seeing my club doing this reiterates my thinking about the owners"
FattaDan592GY,2021-04-19T04:20:46Z,0,V.a.r.
unitedtunic7708,2021-04-19T04:20:09Z,0,"People that are disgusted by the super league, if you are not a local supporter or support smaller clubs idk why their is so much outrage. As a fan from somewhere that will never get the chance to go to the stadiums to watch the games, I don’t have the same desires to watch big teams take on teams like Derby county, Elche, Union Berlin, RC Strasbourg etc. I agree there has to be some sort of relegation system though for the super league. Week in week out of top quality football seems like an exciting prospect for me."
NS-fk2os,2021-04-19T04:19:57Z,0,"Everyone is complaining but at the end of the day, the European super league will have more viewership than the premier league and champions league if the 12 clubs are banned from playing in it🤷🏽"
dmorw9601,2021-04-19T04:19:55Z,0,"It’s amazing how people would use cultural arguments to defend positions and treat them like they are facts. There are many competitions around the world enjoying tremendous success without a promotion - relegation format. The fans and the players still support them because, yes, there is something to play for. It’s called the season’s championship/trophy. Examples, all American sports: the NBA, MLB, NHL, MLS. Yes.....the football/soccer league in the US is growing......without a promotion-relegation format. Promotion-relegation is a European cultural format. In other words, it can be changed like any other cultural practice. The world will not come to an end."
xxxspacex,2021-04-19T04:19:34Z,0,Once upon a time i used to watch  premier league .
lastpenny849,2021-04-19T04:19:25Z,0,"I loved Glenn Hoddle and Trevor Francis growing up, I chose to support Spurs. Might have to support Forrest from now on... Glory Days."
fadliomar5530,2021-04-19T04:19:09Z,0,It is not easy to accept changes
fadliomar5530,2021-04-19T04:17:19Z,0,They need a psg dortmund and munich to complete
duncankowable,2021-04-19T04:17:05Z,0,even BBC sports presenter is bringing up China? It has really become a Propaganda platform
paymans1153,2021-04-19T04:13:56Z,0,Quite of the day: “football is nothing without a streaming platform in China.” That says it all! Shame on all these greedy clowns!!!!
unitedtunic7708,2021-04-19T04:13:35Z,0,"For the people against it I would like to hear why you are against the super league especially if your team is part of the super league. After a 6 hour discussion I have done a 180 and am excited of the prospect of the super league. Week in week out top quality football seems exciting to me. If y’all look carefully, the last 15 years it’s been basically Man U, city, and Chelsea winning the league. La Liga last 15 years basically only Barca and Real, Juve 9 straight years with seria A win. Bayern 7 years in a row with bundesliga win. PSG got like 7/9 Ligue out of the past 9 seasons. There really hasn’t been any competition in the leagues over the past 15 years really."
jayqoutes3780,2021-04-19T04:13:16Z,1,Yep that's it I'm done with football here comes tennis 🤧
patbhukkanasut7772,2021-04-19T04:12:55Z,0,"I have been United’s fan for over forty years, and I will stop supporting my club no matter how much I bleed United lifeblood for these greedy,  disrespecting the fans moves. F the Glazers."
nemisisomen,2021-04-19T04:12:16Z,0,"As a Chelsea fan, the only reason I can think of why this European Super League is a good idea, specially considering the ban from Premier League, is that Chelsea will not have to play against Sean Dyche's Burnley ever again."
saxontoast,2021-04-19T04:11:01Z,0,"4 out of these 6 English clubs are non European owned and that should tell us something. As for  Roman, we know he’d sack potatoes to win a European cup and spurs? Well who cares about them tbh"
biniyammulugeta3810,2021-04-19T04:09:41Z,0,"Do you really believe no one wants to watch the super league????come on people will watch it,they will be drowning with sponsorships.all u fans like it or not you will watch the super league.more people will watch city vs madrid than burnley vs fulham,be realistic money runs every aspect of the world like it or not"
pardeepsingh6138,2021-04-19T04:09:09Z,2,If this goes through I’m going to support a local team and put my money into them forget these greedy bastards.
french_toast223,2021-04-19T04:06:20Z,3,Its these times that i love being a tigeres fan 🇲🇽
twistedtiger9657,2021-04-19T04:06:12Z,0,That's it. No more football.
darrenhalliday5133,2021-04-19T04:04:59Z,2,"we hear about player power , now its time for the players to say NO"
ahmetc5534,2021-04-19T04:02:24Z,0,"If the romantism is important in football so let's do C. League and Europe L. 48+48 teams. Send last 8 teams from each one following year to UEFA Super League, 16 teams. So 48+48+16=112 teams and more countries can taste European football. This format scopes more countries. So, UEFA Super League would be 1st tournament, C. League 2nd and E. League 3rd..."
ismailwarsame539,2021-04-19T04:02:00Z,0,"Changing my allegiance to basketball now, come on bulls!"
ggmu5732,2021-04-19T04:01:24Z,0,Anyways I was tired of the fucking glazers and now those mfs have put it to an end completely.
StimParavane,2021-04-19T04:00:56Z,0,"No way would Fergie have supported this. Also, the European super league would actually be quite boring. If there is no jeopardy there is little motivation to improve, or even care."
GazV1,2021-04-19T04:00:43Z,0,I’m a Liverpool fan and I’m absolutely disgusted with this it’s a joke I’m ashamed the fact the even entertaining this idea
wowthatsbs,2021-04-19T03:59:25Z,0,Shameless money grab
sirtng,2021-04-19T03:59:04Z,0,"Epl will still exist in the same way, this only supersedes champions league. Not sure what the fuss is, teams can continue to have their local rivalry and matches"
jesusisking7490,2021-04-19T03:57:36Z,0,Football is dead money buys success bring back the old days when football was fair and kick all these teams out there leagues and let them play in there super league forever the same 12 teams over and over and over and over
aquilarossa5191,2021-04-19T03:57:18Z,0,"Shame on the Glazers. 

MUFC supporter since 1979. Do I need to alter my tattoo to read RIP MUFC 2021? United not playing in the English league and cups is not my MUFC. I would not abandon this club, but it appears this club would abandon us.
Playing Madrid and Barcalona without having to qualify would get old fast. International careers are at risk due the UEFA threat of bans. Academies are at risk due to the clubs likely becoming all about galacticos. 
This is a hostile takeover of top level football and it must be killed off fast. The American banks financing this will roll out the slick PR and win over dopey people, which will mute opposition and perhaps be enough to get it thru. The Super League brand must be dragged thru the mud so it becomes worthless and not viable. 
What can we expect from US patricians that call it soccer huh? Football supporters of the world unite. We have nothing to lose but the soul of our game, or what's left of it at least. let's get it back. I like something like the German model, or even better. Big money can not railroad clubs over there like this. They have a few clubs that still do well in Europe and their league is still rated highly. 

Shame on the Glazers."
jammyjam123,2021-04-19T03:56:30Z,0,"I think not only the entire football community can take a lesson from this, but also the entire world, during such a tough time, it’s got to be said that the rich countries are led by corrupt people who are muppets, similar iq to 6 year olds, yet they get the most money, meanwhile other innocent  people are literally out there starving in countries like Syria with no house to call home after it’s been bombed"
terks43,2021-04-19T03:54:52Z,0,"This is what you get for inviting the soulless, bloodsucking, backstabbing, money obsessed, leach on society, parasite, and all around terrible human being that is Stan Kroenke into your ownership group."
freddieqmercury5961,2021-04-19T03:54:21Z,0,"Wow! I am amazed at the fan comments stating they are ashamed of their clubs and will not support them anymore, I tip my hat to the fantastic fans for standing up against these greedy owners, bravo."
rishabhmalhotra6474,2021-04-19T03:53:53Z,0,"joel glazer-sucked money from united kept it under debt, destroyed us football wise and now destroying the legacy of the club, the history, the foundation.
hate that guy"
brianmithamo3927,2021-04-19T03:53:22Z,0,Arsenal 😹😹😹😹
kennykhoo1689,2021-04-19T03:53:15Z,0,"Fyi, Klopp did gave his 2 cent on this issue before and he hated it.
Do check out his comment on this super league.
As for now, waiting for his comment and do believe he will still stick to his words."
catboy792,2021-04-19T03:53:08Z,0,its over so much many speant on united gone like tat disgrace f*ck off @UEFA
iitjee8685,2021-04-19T03:52:57Z,0,Everyone cussing this...but I'll surely enjoy it😍🐳🐋😤
gillessooben,2021-04-19T03:51:16Z,0,"As much as I hate the concept of the Super League, this is a classic case of leopards ate my face. For decades the UEFA, Fifa and national football associations across Europe have shoved money in their pockets by enabling the take over of clubs by billionaires and oligarchs. They've allowed this beautiful sport to turn into the piggy Bank for a handful of rich pricks so UEFA and Fifa have no rights to act surprised when this comes back to bite them in the ass."
victorrodriguez5981,2021-04-19T03:51:11Z,0,"Between founding clubs and football associations, founding members clearly have the power in this game theory situation, however an important variable on this are the players themselves. 

They can’t pay all of them the amount earned by this super league, so if u don’t want this nonsense, then make sure players aren’t ok with this super league bs."
pemang,2021-04-19T03:50:01Z,0,this REEKS of chinese involvement. Just wait for them to announce the competition will be 50% played in china.
boustaabdelali2724,2021-04-19T03:49:40Z,0,In africa we dont even have a decent n fair CL (2019 final n VAR scandal) n yet we'll copy/paste this ESL system
Jsart87,2021-04-19T03:49:18Z,0,Silver lining if these monopoly fan bases disbursed the smaller teams could see a lot more support and revenue. My $200-300 will be going to Bolton this year instead of united. They’ll appreciate it more.
jonathondefreitas,2021-04-19T03:49:01Z,0,"Boo HOO, people blaming these clubs for joining this super league. There is a reason why these clubs are doing this and in the coming  weeks everyone will understand why. These different leagues in Europe  and Champions leagues are trying to change the football culture that  fans have liked since years ago, but plenty see and think  its for money. Come on people these clubs are protesting for a reason. You all have to face facts that these clubs have alot of influence in European football, and they have band together to protest something that UEFA and Leagues are doing  behind us fans backs, so may thank them later.."
turbanator1355,2021-04-19T03:48:14Z,0,I’m not for this but I’m not against it either
movinduathukorala6255,2021-04-19T03:48:01Z,0,The only people who can stop this madness are the players. Our players must stop this otherwise they lose everything
zakiqbal79,2021-04-19T03:47:14Z,0,"I've been supporting Man United for over 30 years, seen them win trophies and also not win anything for nearly a decade, I always said nothing will stop me supporting my beloved club even when the Glazer's used and abused the club, even if United got relegated but now this would not only stop me supporting them but also stop watching football in general, only thing that kept me going in the lockdown was football even without fans but they have sold there soul to the devil and I can't take this no more."
kristoffaliane2087,2021-04-19T03:46:20Z,0,MLS
cane7099,2021-04-19T03:45:54Z,0,"From supporting real Madrid as a 11 year old. From staying late at night just to watch them play.. From champions league magical nights....!  I never taught I will ever stop supporting madrid but now at 18 I have to find a new club to support 

Very disappointed with my club 😩😩"
movinduathukorala6255,2021-04-19T03:44:43Z,0,I’m a Chelsea fan but i’m down on switching over to BVB. They seem to be a club who cares about football and the other fans
protojeprotoje2559,2021-04-19T03:44:04Z,0,No matter what happens i will always be united i will not quit my team because of new tournament was created before there was no Premier league why the time they created Premier league you don't quit your team let's find a solution but not to quit your team as a real fans
deeno18786,2021-04-19T03:43:54Z,0,I don’t know what’s worse.. that they figured out the bullshit idea.. or that they doubled down with the announcement after the outrage. Disgusting.
codenamemamba1277,2021-04-19T03:40:43Z,0,Look at Mls..... It's what these greedy teams are Trying to emulate.  It's why I don't watch Mls.  I've been a fan of man united for 40 years. I will not support the team in any way. I hope the players at these clubs start to speak up.  I'm disgusted by this.
nick4810,2021-04-19T03:40:36Z,0,so Aston Villa & Leicester are the big 2 now
AllInOne-mf5ww,2021-04-19T03:40:29Z,1,"If this happens, I request to all the fans that please don't go to watch any game."
skorge987987,2021-04-19T03:40:18Z,1,today i retire being an arsenal fan of 17 years
mattbryter,2021-04-19T03:39:03Z,0,"Let us not forget  the disgusting amount of money that already exists in the game has happened under the ‘Sky’ years. It was always going to get, and has long become, completely out of control. This ‘super league’ will be the death knell for the Premier League, a league that had long lost it’s soul.   If  the ‘super league’ does happen I will never watch the team I love again (LFC) .  The top tier of English football needs to return to the fans and not wealthy foreign businessmen.  Easier said than done but we need to turn the clocks back to before the ‘Sky’ years."
lIlIlIlI-gs2qx,2021-04-19T03:38:14Z,0,"Then again, did UEFA take any action for Big clubs with a crazy amount of spendings after the outbreak? Nothing, so big clubs took this matter in their own hand and decided to create a new league. After all these 12 teams existed way longer than CL. There won't be any history to keep if a team disbands."
JamesSmith-qk1tz,2021-04-19T03:37:52Z,1,And just when i thought football Couldn't get any worse they drop this shit im actually glad im a forest fan in these times
justinclast5534,2021-04-19T03:35:45Z,1,"This sound like a FIFA 2020 tournament between friends on the weekend.
They ran the ""SIM"" on FIFA 2020 and it must of worked lol."
3chords490,2021-04-19T03:32:33Z,1,The cancerous soulless scumbags at the very  top of these clubs have just shown their true colours. What’s shocking is that they will be surprised by the negative reaction. Totally out of touch.  No football fan should ever forget this day. They feast on our loyalty and take us for granted.
brunautrutiririza240,2021-04-19T03:31:48Z,0,It think super league is actually good 👍
silentwitness536,2021-04-19T03:30:23Z,0,"Hopefully its just fake. i.e. theyre pretending to join this league, in order to use it as blackmail leverage to get more EPL tv money."
twix3248,2021-04-19T03:29:23Z,34,"I’m not a barca fan anymore, that club was my ride or die but now I’m a supporter of real sociedad 😭😭"
claudemakelele2856,2021-04-19T03:28:42Z,3,So this is really serious? I thought it was a joke.
2Anunnaki,2021-04-19T03:28:23Z,0,"It's time to DESTROY elitism WORLDWIDE, not just in football. Elitism is destroying the world."
omarkosofi8431,2021-04-19T03:27:09Z,0,Ex Liverpool. Newcastle it is going forward 👍
ninjamelon8243,2021-04-19T03:26:57Z,1,Made by the poor destroyed by the rich
benwehrman,2021-04-19T03:26:14Z,0,"As an American that's never watched a game between any of these teams, this video is all I need to see how horribly wrong this is. Sports (especially american football) have brought me so much joy over the years, and I'd be devistated if they did something similar to the NFL.

Don't take this sitting down, European brothers & sisters. Organize, and take a stand against these greedy assholes in any way possible. Godspeed from Murika."
gato69xxx56,2021-04-19T03:26:03Z,51,"This is simple, stop watching these big clubs and they’ll see “hey no one is watching our games” they have to look for a way so that we watch their games again"
Cypher4,2021-04-19T03:25:53Z,0,"This is a disgrace to football and I hope all the clubs will come running back and forced to start from rock bottom. However, in reality, this will flourish even if Europe boycotts it foreign watchers will bring the money in, and it will be normalized for a few decades before some new money making method overtakes it I rly want this to fail but I can’t see it happening"
AsapBG,2021-04-19T03:24:22Z,0,They sold out us the Fans don't forget that
eagleye2500,2021-04-19T03:24:07Z,0,"This is just a drastically worse version of the Six Nations. Everyone see's Italy there as a free win and bonus points and have been clambering for a relegation system to see the likes of Georgia have a go. As a City fan I'm severely dissapointed. If one club consistently underperforms there, they have no worry, no reason to compete but just fill the numbers for fixtures. What even is football anymore..."
emillik,2021-04-19T03:24:05Z,613,Feels bad to be a football fan but good to be a Dortmund fan
niitrofficial,2021-04-19T03:24:03Z,1,American owners don’t care about the game at all. That’s why us Arsenal fans and United fans get at our owners year after year. They’ve ruined the beautiful game.
whatbooks7908,2021-04-19T03:21:59Z,2,You walk alone now!
terrypankhurst7601,2021-04-19T03:21:13Z,0,"the funny thing is when they start waving money at the associations, fifa and eufa it will be given the ok, and all the glory supporter, cress sandwich brigade will be there week in week out. thats the reality"
yelingcobra43,2021-04-19T03:21:08Z,227,I’m so proud to be a bayern munich fan and of germany
movierecap911,2021-04-19T03:20:40Z,2,"I wish the teams in the super league would be decided based on performance and not handpicked. If they added a relegation component this might work. I love the idea but, without giving everyone an equal shot it's outrageous,!"
rhuthwiksuresh6900,2021-04-19T03:19:25Z,0,"All these unfavourable opinions, and when the whistle blows for kick off all of you guys will flock to the games.

Also, why are people afraid of change? This is exactly how the current leagues were formed back in the day."
kadiraydukureh7680,2021-04-19T03:19:17Z,0,This is a sad day for football
glynth,2021-04-19T03:16:26Z,0,Both sides better lawyer up.
ssvishnov,2021-04-19T03:16:16Z,0,"The biggest joke is that Liverpool, Tottenham, and Arsenal can't even make the top four in their current league 🤣🤣🤣"
alisafeerhyder1994,2021-04-19T03:15:36Z,0,Y'all let's support Salford city so eventually they become better than utd and city in the long run and then eventually become the bigger club
yashbangera9136,2021-04-19T03:15:17Z,0,Ex Chelsea fan I guess it's time to support west ham 😭😭😭😭😭😭 absolute disgrace these fucking owners
WaltervonKurzgesagt,2021-04-19T03:14:56Z,0,Last five seasons.  Leicester = one title.  Arsenal = 0 title.  Tottenham = 0 title.
sankalpkatariya9319,2021-04-19T03:14:49Z,0,"I'm pickin Leipzig and Ajax, What about real Madrid fans?"
shivkrishnan3561,2021-04-19T03:14:13Z,34,"As worrying as this is, I think the fact that the players can never play nationally or in anywhere else is going to stop them from playing it"
onlinebandit7812,2021-04-19T03:14:03Z,0,Been an AFC fan for years. This was the last straw. Very saddened by this development.
CoolBear2004,2021-04-19T03:14:00Z,0,"2022-23 season, world cup champions league Europa league Europa conference league the football calendar is finished"
lamphamnhat8694,2021-04-19T03:13:00Z,0,"""Football is nothing without fans"" Correct! But now, their fans can't even come to see their clubs play at the weekend, therefor, decrease in income ( especially for big clubs) therefor, they need support from UEFA, but UEFA said: ""F**k no!"" Look, those 12 clubs bring in a lot of viewers for the C1 (which is equal lots of money), so it is reasonable for them to ask for financial support! They dont abandon their fans, they just abandon the league!"
matt7229,2021-04-19T03:12:16Z,0,Why would a team like Arsenal or Tottenham Hotspur want to get top four if they are already guaranteed to play against the best teams in europe?
pinchebean5575,2021-04-19T03:12:05Z,0,"New favorite teams Real Betis, Wolves, Napoli"
Spades876,2021-04-19T03:11:24Z,0,"Everyone in the comments talking shit.

European super league games starts: fans 📺 👁👃👁"
iamgoatx,2021-04-19T03:11:14Z,2,Leicester City Fan Here. Just Here to Recruit Fans... 🦊
zubairkhan6715,2021-04-19T03:10:42Z,0,Fifa career mode will be ruined
remopink4775,2021-04-19T03:10:17Z,198,"6 English clubs, 3 Spanish and 3 Italian clubs signed in to this. Hang on, are PSG the good guys now?"
thedailybop6538,2021-04-19T03:09:38Z,0,It's got fuck all to do with the managers. So don't start that. It's the owner's o the clubs that want the money not the mangers. And also they don't want it. But when the BBC make bundles and these two are reviwing the games. None will say nothing when the money is in there bank!!
futurez12,2021-04-19T03:09:19Z,0,"I fear that this new league will generate so much income that UEFA and FIFA will simply be bought to support it. Money _always_ wins in the modern world; it's a sad fact, but it's true. The concept of a 'soul' no longer exists. The whole world _has_ been, and will continue to go to sh*t so long as money remains the driving force and greed is allowed to flourish."
gracelord6476,2021-04-19T03:08:02Z,0,"Nottingham Forest will take any ex Arsenal fans, hell even ex Liverpool fans."
DavidShiel1,2021-04-19T03:07:50Z,0,There will be riots on the streets tonight! People won't care about restrictions at this point. There will be absolute Bedlam!
jorgegarcia93,2021-04-19T03:07:39Z,0,"People are upset at this without even understanding the proposal - this super league would replace the current UCL tournament. The teams are not neglecting to participate in their respective domestic leagues, that’s UEFA threatening them! To insult these clubs by saying “it’s all about money”, is just preposterous. What do you think FIFA get out of having all of these international breaks and friendlies all the time? Why do you think UEFA is so threatened? Because it’s less money for them!! Please don’t believe for a second that UEFA/FIFA are concerned about the fans or the sanctity of the game."
dipping_chase2409,2021-04-19T03:07:19Z,0,Protest against this shit March on these disgusting impostors
Aaron-wp7ev,2021-04-19T03:06:43Z,0,I’m from Canada and check in with football here and there but I wouldn’t consider myself a fan. Can someone explain to me essentially what is happening and why this is so bad for fans?
anwardoali7129,2021-04-19T03:06:39Z,0,It will happen trust me
eseowl4497,2021-04-19T03:06:32Z,0,As a arsenal fan we shouldn’t be in this. Clearly it’s all for the money.
Colonelboereieney,2021-04-19T03:06:27Z,0,BBC fuming because they’re finished 😂😂😂 Burnley will be top of the bill on motd
imkongsalanglongkumer7298,2021-04-19T03:05:48Z,0,What bout fcb and real these clubs are fan owned clubs
steviemoon4472,2021-04-19T03:04:57Z,0,"The whole world of football (Soccer) what ever one wants to call it these days, has been made up of greedy money for many a year mainly from outside influences regarding overseas investments and the influential imbecilic rule changes within the game that really football never needed (VAR included)..............This break away money orientated bullshit was always going to happen, football as i call is a fantastic game but even when the game was very different back in the 60s-70s & 80s there was always a number of problems within..........Huge fines were endorsed, bans put in place , points deducted and clubs were relegated for unruly financial behavior.............All i can say is..................God help the lot of us !!!!"
OfficialBomberZ,2021-04-19T03:04:54Z,0,"I will support Chelsea still unless there is a huge change with players, staff, etc which I feel will happen...lots of players will want to leave because of the UEFA threats. They need to stop this."
alisafeerhyder1994,2021-04-19T03:04:33Z,0,"If this goes through I'm an ex utd fan  then unfortunately
Salford city all the way"
onceuponatimeinscotland7036,2021-04-19T03:03:01Z,0,I'm done with arsenal
jaredw8680,2021-04-19T03:02:13Z,0,"Football is nothing without fans, the current owners are terrible owners of their America clubs"
freowin2,2021-04-19T03:01:52Z,0,The owners of these clubs have just proved they are not fit to own a football club. They should all be forced to sell. I am gutted and ashamed to be Man Utd fan today.
samlaw9938,2021-04-19T02:59:46Z,0,Americanisation of Football.....how incredibly boring
imkongsalanglongkumer7298,2021-04-19T02:59:18Z,0,Kane to Leicester so that I can support Leicester
johnchristianbarrion2650,2021-04-19T02:59:16Z,0,"I am switching to West Ham. It is not a bad decision right? I am fed up  by the decision of man united, pure disgusting."
FilleIceRises,2021-04-19T02:59:01Z,1,Don’t u guys just love billionaires? Aren’t they just the coolest and kindest people?
noicestoner,2021-04-19T02:58:52Z,0,yanks ruin another sport
wild4fp,2021-04-19T02:58:38Z,0,"They say they will still be in the league,  just not three champions league."
Davinho,2021-04-19T02:57:54Z,0,this is elitism at its finest.
outlawfly664,2021-04-19T02:57:53Z,0,"Literally everything is getting worse nowdays aside from social issues in the entertainment industry. Not only are sports and football have become a shitshow, but also music, movies, video games etc. What a shitty generation we're living in."
prathamsomani8548,2021-04-19T02:56:47Z,0,"Well on a positive note we will see every club thrashing arsenal and spurs every week
Nice"
primovictoria2380,2021-04-19T02:56:45Z,0,I'm all for bbc getting less revenue
axecx2465,2021-04-19T02:55:56Z,0,Me just chilling as a Southampton fan 😊.
gtjohn5417,2021-04-19T02:54:53Z,1,If this happens football will never be the same this beautiful game will be dead😔
tomchan2559,2021-04-19T02:54:12Z,0,Gambling money is the KEY... Fans do not matter !
mohamadyousef177,2021-04-19T02:53:02Z,0,Why would you give the fifa and uefa the right to tell players where to play or not. Let them play any compatitions they want.. its power fight not football related matter.
hugoo1855,2021-04-19T02:52:02Z,0,"Shame, shame and shame."
hamidqureshi2426,2021-04-19T02:51:40Z,0,So it's basically the NBA model for European football... How original.
alex-oc6798,2021-04-19T02:51:35Z,0,"Even though I would love to see the big teams battle in a league, this will ruin football and the dear will come for it"
harishodzic7476,2021-04-19T02:50:27Z,0,"Arsenal fan here.. I like Aston Villa, but if this happens. I can learn to love Villa. AFC has shown where their interests lie over the last year and it goes against my beliefs"
talktomenowxbmc,2021-04-19T02:49:49Z,0,"Hit them where it hurts, their wallets. Lawsuits are coming."
philstewart8594,2021-04-19T02:48:58Z,0,"Just a point, It's not the football clubs it's the owners of the clubs that are the con-men"
heangmenghuy6379,2021-04-19T02:48:56Z,7,"If we fans don't watch, we're stronger. If we fans watch, they're stronger. Don't watch if we don't want this to happen. 😁"
vaibhavmehra7386,2021-04-19T02:48:06Z,0,To think that Man United wont win another prem title😓
